,text,code,party,label,party_code
4340,Sustained growth and poverty reduction are impossible without the right national policies.,107,R,internationalism +,1
4341,"Where governments have implemented real policy changes, we will provide significant new levels of assistance.",107,R,internationalism +,1
4342,The United States and other developed countries should set an ambitious and specific target: to double the size of the world's poorest economies within a decade.,107,R,internationalism +,1
4343,•providing resources through the Millennium Challenge Account to aid countries that have met the challenge of reform;,107,R,internationalism +,1
4344,•improving the effectiveness of the World Bank and other development banks in raising living standards;,107,R,internationalism +,1
4345,•insisting upon measurable results to ensure that development assistance is actually making a difference in the lives of the world's poor;,107,R,internationalism +,1
4346,•increasing the amount of development assistance that is provided in the form of grants instead of loans;,107,R,internationalism +,1
4347,• opening societies to commerce and investment;,107,R,internationalism +,1
4348,"•enhancing public health in countries afflicted by epidemics and pandemics like HIV/AIDS, malaria, and tuberculosis;",107,R,internationalism +,1
4349,"•emphasizing education, literacy, and learning as the foundation of democracy and development; and",107,R,internationalism +,1
4350,• continuing to aid agricultural development.,703,R,agriculture +,1
4351,Republicans know that a strong world economy enhances our national security by advancing prosperity and freedom in the rest of the world.,401,R,free market economy,1
4352,Economic growth supported by free trade and free markets creates new jobs and higher incomes.,401,R,free market economy,1
4353,"It allows people to lift their lives out of poverty, spurs economic and legal reform, enhances the fight against corruption, and reinforces the habits of liberty.",401,R,free market economy,1
4354,"Under Republican leadership, the United States has fostered an environment of economic openness to capitalize on our country's greatest asset in the information age: a vital, innovative society that welcomes creative ideas and adapts to them.",401,R,free market economy,1
4355,American companies continue to show the world innovative ways to improve productivity and redraw traditional business models.,401,R,free market economy,1
4356,"Upon this extraordinary foundation, President Bush and the Republican Congress have rebuilt an effective American trade policy.",401,R,free market economy,1
4357,"Rooted in America's political and economic ideals, the Republican blueprint they have implemented promotes open markets and open societies, free trade and the free flow of information, and the development of new ideas and private sectors.",401,R,free market economy,1
4358,"This self-sustaining economic and commercial progress has nurtured the human spirit, the middle class, law, and liberty.",401,R,free market economy,1
4359,Republicans applaud the renewal of the executive-Congressional partnership on trade matters under Republican leadership.,401,R,free market economy,1
4360,"After a gap of eight years, the Administration reestablished majority support in the Congress for free and fair trade by passing Trade Promotion Authority and the other market-opening measures for developing countries in the Trade Act of 2002.",401,R,free market economy,1
4361,"We commend the strong record of President Bush and the Republican Congress in using their authority to promote economic growth and economic freedom beyond America's shores, especially through free trade initiatives.",401,R,free market economy,1
4362,"We support the Administration's comprehensive strategy to promote free trade, exemplified by the launch of the Doha negotiation of the World Trade Organization (WTO), regional and sub-regional initiatives such as the Central American Free Trade Agreement, the Free Trade Area of the Americas, and the Middle East Free Trade Area, extension of the African Growth and Opportunity Act, and the conclusion of bilateral free trade agreements with nations such as Australia, Morocco, Chile, and Singapore.",401,R,free market economy,1
4363,"•completing agreements with 12 countries, and currently negotiating with 10 other nations, to reduce trade barriers - together, these 22 nations represent America's third largest export market, with economies totaling $2. 5 trillion in purchasing power;",401,R,free market economy,1
4364,"•enforcing trade agreements and laws against unfair practices, including staunch opposition to regulations that impede farm exports and improved agriculture;",703,R,agriculture +,1
4365,• opposing unfair manipulation of currency rates by U.S. trading partners; and,401,R,free market economy,1
4366,"•taking timely action to help domestic industries and workers adjust to foreign competition, including through safeguard actions in support of America's manufacturing sector and trade adjustment assistance for workers;",406,R,protectionism +,1
4367,"• incorporating appropriate labor and environmental concerns into U.S. trade negotiations, promoting mutually supportive trade and environmental policies and agreements; and",401,R,free market economy,1
4368,"•using the International Labor Organization, trade preference programs, and trade talks to improve working conditions in conjunction with freer trade.",401,R,free market economy,1
4369,We recognize that there is a fundamental connection between trade and development.,401,R,free market economy,1
4370,"Trade policies can help developing countries strengthen property rights, competition, the rule of law, investment, the spread of knowledge, open societies, the efficient allocation of resources, and regional integration - all leading to growth, opportunity, and confidence in developing countries.",401,R,free market economy,1
4371,We therefore welcome the Republican-led reauthorization in the Trade Act of 2002 of preference programs with the nations of the Caribbean and Andean regions.,401,R,free market economy,1
4372,"We affirm America's role in leading the world toward greater freedom, opportunity, and prosperity.",201,R,freedom & human rights,1
4373,Our efforts to expand the reach of economic and political freedom are complemented by our work in fostering religious liberty.,601,R,national way of life +,1
4374,Republicans will continue to make the protection and promotion of religious freedom abroad a cardinal principle of our foreign policy.,601,R,national way of life +,1
4375,"This reflects our national values and protects our national interests, and renders our actions in the world consistent with our ideals as a people.",603,R,traditional morality +,1
4376,"America is a working example of religious liberty, home to millions of Christians, Jews, Muslims, and people of many other faiths who live in harmony and contribute to our culture.",607,R,multiculturalism +,1
4377,"In the President's words, ""It is not an accident that freedom of religion is one of the central freedoms in our Bill of Rights.",603,R,traditional morality +,1
4378,It is the first freedom of the human soul…,603,R,traditional morality +,1
4379,We must stand for that freedom in our country.,603,R,traditional morality +,1
4380,We must speak for that freedom in the world.”,603,R,traditional morality +,1
4381,"We applaud President Bush's record of accomplishment in broadening the realm of liberty and promoting prosperity and opportunity in the world, and we endorse his vision for the future.",603,R,traditional morality +,1
4382,"Republicans are guided by the conviction that no nation can build a safer, better world alone.",107,R,internationalism +,1
4383,"In addition to NATO, the Organization of American States, and other longstanding alliances, the United States is committed to lasting institutions like the United Nations and the World Trade Organization.",107,R,internationalism +,1
4384,"While international organizations can serve the cause of peace, Republicans believe they can never serve as a substitute for, or exercise a veto over, principled American leadership.",109,R,internationalism -,1
4385,"The United Nations was not designed to summon or lead armies in the field and, as a matter of U.S. sovereignty, American troops must never serve under United Nations command.",109,R,internationalism -,1
4386,"The United Nations can provide a valuable forum for nations to peacefully resolve their differences, and it can help monitor international agreements and organize international humanitarian assistance.",107,R,internationalism +,1
4387,"Under Republican leadership, the United States will pay a fair, not disproportionate, share of dues to the United Nations, which must continue to reform its management and take steps to eliminate waste, fraud, and abuse.",107,R,internationalism +,1
4388,"All funds that the U.S. contributes for operations, conferences, and peacekeeping should count against these dues.",107,R,internationalism +,1
4389,"We hail the actions of President Bush and the Republican Congress to ensure that our nation's efforts to meet our global security commitments and protect Americans arenot impaired by the potential for investigations, inquiry, or prosecution by the International Criminal Court, whose jurisdiction we do not accept as extending to Americans.",109,R,internationalism -,1
4390,"We support full implementation of the American Servicemembers Protection Act, whose provisions are intended to ensure and enhance the protection of U.S. personnel and officials.",109,R,internationalism -,1
4391,"We applaud President Bush and the Republican Congress for working to end the unacceptable discrimination against Israel at the United Nations, by that institution's denying committee assignments to Israel.",101,R,foreign special +,1
4392,We welcome Israel's membership in the Western European and Others Group at the United Nations headquarters and urge its full acceptance at other United Nations venues.,101,R,foreign special +,1
4393,We support adoption of bipartisan legislation to withhold the annual headquarters contribution made by the U.S. Department of State to the International Committee of the Red Cross if Magen David Adom is not given the opportunity to participate fully in the activities of the International Red Cross and Red Crescent Movement.,109,R,internationalism -,1
4394,Republicans continue to oppose the ideological campaign against participation by the Vatican in United Nations conferences and other activities.,101,R,foreign special +,1
4395,"The United Nations was created to benefit all peoples and nations, not to promote a radical agenda of social engineering.",107,R,internationalism +,1
4396,Any effort to address global social problems must be firmly placed within a context of respect for the fundamental social institutions of marriage and family.,603,R,traditional morality +,1
4397,We reject any treaty or convention that would contradict these values.,603,R,traditional morality +,1
4398,"For that reason, we support protecting the rights of families in international programs and oppose funding organizations involved in abortion.",603,R,traditional morality +,1
4399,Republicans support the leadership of President Bush and Vice President Cheney in speaking out honestly about violations of the nonnegotiable demands of human dignity using our voice and vote in international institutions to advance freedom.,201,R,freedom & human rights,1
4400,"Worldwide, at least 600,000 to 800,000 human beings are trafficked across international borders each year.",201,R,freedom & human rights,1
4401,"Of those, it is believed that more than 80 percent are women and girls, and that 70 percent of them were forced into sexual servitude.",201,R,freedom & human rights,1
4402,"We applaud the President for his efforts to rally the international community, including at the United Nations, in combating human trafficking, for his call to the nations of the world to pass laws criminalizing these abhorrent practices, and for working with Republicans in Congress to provide the funds necessary to combat trafficking on the international level.",201,R,freedom & human rights,1
4403,"We also praise President Bush for his efforts at home, where he has tripled the number of traffickers criminally charged and doubled the number of convictions, while supporting the good work of organizations that are rescuing women and children from exploitation.",201,R,freedom & human rights,1
4404,Republicans believe that sound American foreign policy starts in our own neighborhood.,101,R,foreign special +,1
4405,"Family and faith, culture and commerce, are enduring bonds among all the peoples of the Americas.",101,R,foreign special +,1
4406,Our nation's future is fundamentally linked to our neighbors in the Western Hemisphere.,101,R,foreign special +,1
4407,"Republicans share President Bush's vision of the Americas as a fully democratic hemisphere, working together to achieve representative democracy, security, and market-based development.",101,R,foreign special +,1
4408,We also applaud his proven track record in advancing trade liberalization in the Americas in order to promote economic development and democratic governance.,101,R,foreign special +,1
4409,"We praise President Bush's strong record of serious and sustained attention to the American neighborhood and coalition-building with countries such as Mexico, Canada, Brazil, Chile, and Colombia that share our democratic priorities.",101,R,foreign special +,1
4410,"Under President Bush's leadership, the United States and Mexico have developed a historic level of trust and mutual respect.",101,R,foreign special +,1
4411,"Strengthened by common values and purposes, this relationship has provided an unprecedented degree of bilateral cooperation.",101,R,foreign special +,1
4412,"Republicans believe that it is a high national priority for America to continue building on that cooperation with Mexico over the coming years to ensure safe, orderly, and legal migration flows; further reduce the cost of remittances; expand access to credit for small business entrepreneurs; and further strengthen bilateral ties in education, civil society, housing, agriculture, infrastructure, communications, and information technologies.",101,R,foreign special +,1
4413,"Republicans also recognize that as a respected voice in the region, Mexico will continue to be a vital partner in supporting democracy throughout the hemisphere, as demonstrated by Mexico's contributions to regional and multilateral approaches in Bolivia and Venezuela.",101,R,foreign special +,1
4414,"Since the tragic events of September 11, 2001, the United States has received excellent cooperation from our hemispheric partners to combat terror in North America.",101,R,foreign special +,1
4415,"In particular, our longstanding allies Canada and Mexico have been steadfast partners in joint efforts to enhance border security, while ensuring that the swift pace of legal movement of people and goods along our land borders is maintained.",101,R,foreign special +,1
4416,"Republicans applaud Canada's contributions to the War on Terror, not only as a partner in the Americas but as a steadfast transatlantic ally, including in deployments during Operation Enduring Freedom and in the current NATO-led operation in Afghanistan.",101,R,foreign special +,1
4417,"We also appreciate the continuing participation of El Salvador in the multinational force in Iraq, as well as the past contributions of the Dominican Republic and Honduras in support of the goal of stability and democracy for the Iraqi people.",101,R,foreign special +,1
4418,Republicans support the leadership of the President and the Republican Congress to advance prosperity throughout the Americas through free trade.,101,R,foreign special +,1
4419,We applaud the U.S. Chile Free Trade Agreement implemented by the Bush Administration - the first such agreement with a South American nation in U.S. history.,101,R,foreign special +,1
4420,"We also applaud President Bush's conclusion of a free trade agreement with six countries in our neighborhood - Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, and the Dominican Republic.",101,R,foreign special +,1
4421,We support the President's goal of negotiating free trade agreements with Panama and the Andean nations.,101,R,foreign special +,1
4422,"These initiatives complement the goal of achieving a genuine, comprehensive free trade area in the hemisphere.",101,R,foreign special +,1
4423,"As Republicans, we believe that the Free Trade Area of the Americas is the best route to achieving that goal.",101,R,foreign special +,1
4424,Our Party believes that the United States must continue to support the democracies of South America with strong economic and security assistance.,101,R,foreign special +,1
4425,"We therefore endorse the increased support that the President and the Republican Congress have provided to Colombia in the fight against narco-terrorists, in the eradication of coca and poppy crops, and in the interdiction of illicit drugs and the extradition of criminals.",101,R,foreign special +,1
4426,"We also support the Bush Administration's active strategy to help the Andean nations adjust their economies, enforce their laws, defeat terrorist organizations, and cut off the supply of illegal drugs.",101,R,foreign special +,1
4427,We share President Bush's commitment to strengthening the region's democratic institutions by working with leaders in the region to promote good governance and combat corruption.,101,R,foreign special +,1
4428,"We applaud the Administration's work with regional institutions, such as the Summit of the Americas process, the Organization of American States, and the Defense Ministerial of the Americas.",101,R,foreign special +,1
4429,"Republicans support the Bush Administration's efforts to achieve a peaceful, democratic, constitutional, and electoral solution to Venezuela's political crisis.",101,R,foreign special +,1
4430,The Castro regime is an anachronism in a region where democracy and open markets prevail.,102,R,foreign special -,1
4431,The current political and economic crisis in Cuba reflects four decades of Castro's failed policies.,102,R,foreign special -,1
4432,"The Cuban government rightfully remains on the State Department's Terrorist List due to its continued support for terrorism, including the harboring of fugitives from justice wanted in the United States for terrorism-related offenses.",102,R,foreign special -,1
4433,"The Castro regime continues to pursue policies of Marxist-Leninist dictatorship, police state tactics, and total economic control.",102,R,foreign special -,1
4434,"Because of these policies, the Castro regime remains hostile to America's interests and values.",102,R,foreign special -,1
4435,"As Republicans, we support President Bush's principled position that the current embargo on trade with, and restrictions on travel to, Cuba must remain in place as along as the Cuban government refuses to hold free and fair elections, ease its stranglehold on private enterprise, and allow the Cuban people to organize, assemble, and speak freely.",102,R,foreign special -,1
4436,Republicans understand that the Castro regime will not change by its own choice.,102,R,foreign special -,1
4437,But Cuba must change.,102,R,foreign special -,1
4438,"•democracy-building activities in Cuba, support for the family members of the political opposition, and support for efforts to help youth, women, and Afro-Cubans take their rightful place in the pro-democracy movement;",202,R,democracy,1
4439,•regular airborne broadcasts to Cuba and the purchase of a dedicated airborne platform for the transmission of Radio and Television Martí into Cuba; and,102,R,foreign special -,1
4440,"•public diplomacy efforts to disseminate information abroad about Castro's record of abusing human rights, harboring terrorists, committing espionage against other countries, and fomenting subversion of democratically elected governments in Latin America.",102,R,foreign special -,1
4441,"Republicans applaud the work of the President's Commission for Assistance to a Free Cuba, which identified measures to help the Cuban people bring to an end the Castro dictatorship and provided a plan for agile, effective, and decisive assistance to the people of Cuba when they have finally achieved freedom and democracy.",102,R,foreign special -,1
4442,•denying resources and legitimacy to the Castro regime by eliminating abuses of educational travel programs;,102,R,foreign special -,1
4443,•countering the regime's manipulation of our humanitarian policies by limiting recipients of remittances and gift parcels to immediate family members; and,102,R,foreign special -,1
4444,• limiting family visits to Cuba to immediate family.,102,R,foreign special -,1
4445,"Republicans also support efforts to increase the number of new migrants admitted from Cuba through a safe, legal, and orderly process and believe that the United States should adhere to the principles established by the 1966 Cuban Adjustment Act, which recognizes the rights of Cuban refugees fleeing communist tyranny.",102,R,foreign special -,1
4446,Republicans applaud the strong support President Bush has demonstrated for the people of Haiti and agree that it is essential that Haiti have a hopeful future.,101,R,foreign special +,1
4447,We support the President's leadership of multilateral efforts to bring order and stability to Haiti and assist the Haitian people in achieving a democratic and constitutional government.,101,R,foreign special +,1
4448,"American troops and their partners in the initial stabilization force from France, Canada, and Chile responded swiftly and humanely to the needs of the Haitian people.",101,R,foreign special +,1
4449,"We applaud the contributions of Brazil, Argentina, Chile, Uruguay, Canada, Spain, and other nations to the current peacekeeping force, as well as financial pledges from the international community to provide economic and humanitarian assistance to the Haitian people.",101,R,foreign special +,1
4450,"Republicans believe that because Africans and Americans share a belief in the values of liberty and dignity, we must share in the labor of advancing those values.",102,R,foreign special -,1
4451,"We endorse President Bush's conviction that in a time of growing commerce across the globe, America must work to ensure that the nations of Africa are full partners in the trade and prosperity of the world.",102,R,foreign special -,1
4452,"Under the leadership of President Bush and the Republican Congress, our nation is standing together with leaders in Africa against the tragic violence of civil war and against the merciless terrorists who threaten every nation.",106,R,peace,1
4453,We are answering the challenge of desperate hunger with human compassion and the tools of human technology.,107,R,internationalism +,1
4454,"In the face of spreading disease, we are joining with courageous people throughout the continent who are turning the tide against HIV/AIDS in Africa.",107,R,internationalism +,1
4455,"We applaud the President's leadership in establishing an unprecedented level of engagement with Africa, exemplified by the high priority placed on dialogue between the President and his African counterparts and supported by historic initiatives such as the Millennium Challenge Account (MCA), the President's Emergency Plan for AIDS Relief, and the African Education Initiative.",101,R,foreign special +,1
4456,"We further commend President Bush for visiting South Africa, Nigeria, Senegal, Botswana, and Uganda last year - the first Republican President to do so.",101,R,foreign special +,1
4457,"Republicans believe that South Africa, Nigeria, Kenya, and Ethiopia are leaders for regional engagement and require focused attention.",101,R,foreign special +,1
4458,We applaud the President and the Republican Congress for deepening American engagement with those nations.,101,R,foreign special +,1
4459,"Republicans also applaud increased support for African nations that have chosen the path of economic, political, and social reform and are therefore eligible for funding from the MCA: Senegal, Ghana, Benin, Cape Verde, Mali, Mozambique, Madagascar, and Lesotho.",101,R,foreign special +,1
4460,"We believe that to be effective, development aid requires pro-growth policies and strong reforms in the nations that receive aid.",101,R,foreign special +,1
4461,"We endorse the MCA's direction of resources to countries with governments that rule justly, root out corruption, encourage entrepreneurship, and invest in the health and education of their people.",101,R,foreign special +,1
4462,Republicans also applaud the strong record of President Bush and the Republican Congress in promoting development and economic growth in Africa as a means to eradicating poverty and encouraging the habits of freedom and enterprise.,401,R,free market economy,1
4463,The African Growth and Opportunity Act (AGOA) is bringing hundreds of thousands of jobs and investment opportunity to sub-Saharan Africa.,401,R,free market economy,1
4464,"Under President Bush's leadership, Congress has extended AGOA beyond 2008 - an achievement that will help give businesses the confidence to make long-term investments in Africa.",401,R,free market economy,1
4465,Republicans believe that the United States must continue to work to complete a free trade agreement with the nations of the Southern African Customs Union to create new opportunities for farmers and workers and entrepreneurs all across Africa.,401,R,free market economy,1
4466,We also applaud the efforts of the Bush Administration to strengthen and broaden capital markets on the continent.,401,R,free market economy,1
4467,"With the ability to borrow money to buy homes and to start businesses, more Africans will have the tools to achieve their dreams.",401,R,free market economy,1
4468,Republicans also commend President Bush and the Republican Congress for helping to provide Africa's children with the advantages of literacy and basic education through the Africa Education Initiative.,201,R,freedom & human rights,1
4469,"This important initiative will provide teacher training, textbooks, and scholarships for girls to improve primary education on the continent.",201,R,freedom & human rights,1
4470,Many of Africa's leaders are committed to the spread of democratic institutions and democratic values throughout their continent.,202,R,democracy,1
4471,"Yet those institutions and values are threatened in some parts of Africa by terrorism, chaos, and civil war.",106,R,peace,1
4472,"To extend liberty in Africa, we must help African leaders who seek to achieve security and peace on the continent.",106,R,peace,1
4473,"Republicans believe that together with our allies and friends, America must help strengthen Africa's fragile states, help build indigenous capability to secure porous borders, and help build up the law enforcement and intelligence infrastructures to deny havens for terrorists.",106,R,peace,1
4474,An ever more lethal environment exists in Africa as local civil wars spread beyond borders to create regional war zones.,106,R,peace,1
4475,Forming coalitions and cooperative security arrangements is key to confronting these emerging transnational threats.,106,R,peace,1
4476,"We welcome President Bush's leadership in the establishment of a consensus among the G-8 nations to support peacekeeping capabilities among the nations of Africa, so that they may more effectively prevent and resolve violent conflict on the continent.",106,R,peace,1
4477,Republicans applaud President Bush's strong record of promoting regional peace and stability and helping to end conflict and war on the continent.,106,R,peace,1
4478,"Working in concert with allies, friends, and international institutions, the Bush Administration has helped achieve progress toward resolving conflicts in Liberia, Angola, the Democratic Republic of Congo, Sierra Leone, and Sudan.",106,R,peace,1
4479,We applaud the efforts of the Bush Administration in working closely with the Government of Sudan and the Sudanese People's Liberation Movement to bring peace to Sudan.,106,R,peace,1
4480,"Sudan's civil war is one of the worst humanitarian tragedies of our time, responsible for the deaths of two million people over two decades.",106,R,peace,1
4481,"Achieving peace, and concluding a just and comprehensive agreement, must be an urgent priority for both sides in Sudan.",106,R,peace,1
4482,"President Bush has made peace in Sudan a top priority of his foreign policy, including the appointment of a Special Envoy to facilitate discussions and the signing of the Sudan Peace Act.",106,R,peace,1
4483,The President's commitment has paved the way for significant progress and we welcome continued movement this year toward a comprehensive peace agreement that will put an end to 20 years of conflict in southern Sudan.,106,R,peace,1
4484,"We commend the efforts of the President and the Republican Congress to help the people of Darfur, in western Sudan.",106,R,peace,1
4485,Brutal militias there are causing human suffering on an immense scale.,106,R,peace,1
4486,"American assistance has been provided for famine relief, assistance for refugees, and other humanitarian aid.",106,R,peace,1
4487,Yet no amount of aid can substitute for true and lasting peace.,106,R,peace,1
4488,"The Government of Sudan must stop the violence of Janjaweed militias, and all parties must respect the cease-fire and allow the free movement of humanitarian workers and supplies.",106,R,peace,1
4489,We continue to hope for peace for the people of Sudan and for normalization of relations between Sudan and the United States.,106,R,peace,1
4490,"However, the Government of Sudan must not remain complicit in the brutalization of Darfur.",106,R,peace,1
4491,Republicans deplore the Government of Zimbabwe's refusal to adhere to the rule of law.,102,R,foreign special -,1
4492,The Bush Administration has rightly condemned the Government of Zimbabwe's assaults against human rights.,102,R,foreign special -,1
4493,We support the President's decision to suspend nonhumanitarian aid and impose targeted sanctions on the Zimbabwean regime and its supporters.,102,R,foreign special -,1
4494,"Republicans recognize that several African governments face particular dangers from terrorists, including in East Africa.",101,R,foreign special +,1
4495,"The Bush Administration is working closely with those nations to fight terror, and the Republican Congress has expanded efforts to help governments in East Africa protect their people and to fight terrorist networks.",101,R,foreign special +,1
4496,"We will not allow terrorists to threaten African peoples, or to use Africa as a base to threaten the world.",101,R,foreign special +,1
4497,"We hail the continuing cooperation of Kenya, Ethiopia, Djibouti, Uganda, Tanzania, and other African nations in the War on Terror.",101,R,foreign special +,1
4498,"Republicans are proud of President Bush's historic leadership that has placed America at the forefront of helping the people of Africa, their governments, and private groups combat the catastrophic HIV/AIDS pandemic.",107,R,internationalism +,1
4499,"We hail the President's Emergency Plan for AIDS Relief, a five-year, $15 billion initiative, strongly backed by the Congress, to turn the tide against HIV/AIDS in the most afflicted nations of Africa and the Caribbean.",107,R,internationalism +,1
4500,"By undertaking a comprehensive approach to the pandemic that involves education, abstinence, prevention, testing, treatment, and care - including advanced antiretroviral drugs - the President's groundbreaking initiative follows in the finest American tradition of harnessing the power of human technology in the service of human compassion.",107,R,internationalism +,1
4501,"We also applaud other major steps by President Bush and the Republican Congress to make fighting the HIV/AIDS pandemic a priority of U.S. foreign policy, including America's contribution to the Global Fund to Fight HIV/AIDS, Tuberculosis, and Malaria, and other initiatives.",107,R,internationalism +,1
4502,The United States is leading the world by example and the global community can - and must - do more to halt the advance of the HIV/AIDS pandemic.,107,R,internationalism +,1
4503,"We applaud the numerous African, American, and other international private organizations - including faith-based groups, hospitals, medical schools, corporations, and philanthropies - that are helping the people of Africa as they fight HIV/AIDS with courage.",107,R,internationalism +,1
4504,The progress we are already seeing in parts of Africa is proof that HIV/AIDS can be defeated.,107,R,internationalism +,1
4505,"Republicans believe that, as in every region of the world, America's foreign policy in Asia starts with its allies: Australia, Japan, the Republic of Korea, Thailand, and the Philippines.",101,R,foreign special +,1
4506,"In the Asia-Pacific region, these alliances are bolstered by strong relationships with American friends such as Singapore, India, Indonesia, Taiwan, and New Zealand.",101,R,foreign special +,1
4507,"President Bush has demonstrated a clear commitment to the region, and Republicans recognize that under his leadership, alliance relations in Asia have never been better.",101,R,foreign special +,1
4508,"In every major security issue of our time - including counterterrorism, nonproliferation, Iraq, and North Korea - our allies in Asia are providing unprecedented cooperation.",101,R,foreign special +,1
4509,The Republican Party hails the brave and energetic response of America's allies in the Asia-Pacific region in the wake of the September 11th attacks.,101,R,foreign special +,1
4510,"•Australia invoked the ANZUS Treaty to declare that the September 11th attacks were attacks on Australia itself, following that historic decision with the dispatch of some of the world's finest combat forces for Operation Enduring Freedom.",101,R,foreign special +,1
4511,•Japan and the Republic of Korea provided unprecedented levels of military logistical support within weeks of the terrorist attacks.,101,R,foreign special +,1
4512,• America has deepened cooperation on counterterrorism with our alliance partners in Thailand and the Philippines and received invaluable assistance from close friends like Singapore and New Zealand.,101,R,foreign special +,1
4513,"Republicans also applaud Australia, Japan, the Republic of Korea, and other nations in the Asia-Pacific region for their contributions to the multinational effort to achieve security and democracy for the Iraqi people.",101,R,foreign special +,1
4514,"Japan is a key partner of the United States and the U.S. -Japan alliance is an important foundation of peace, stability, security, and prosperity in Asia.",101,R,foreign special +,1
4515,America supports an economically vibrant and open Japan that serves as an engine of expanding prosperity and trade in the Asia-Pacific region.,101,R,foreign special +,1
4516,"Republicans support an American policy in the Asia-Pacific region that looks to Japan to continue forging a leading role in regional and global affairs based on our common interests, our common values, and our close defense and diplomatic cooperation.",101,R,foreign special +,1
4517,The Republic of Korea is a valued democratic ally of the United States.,101,R,foreign special +,1
4518,Our two nations are maintaining vigilance toward North Korea while preparing our alliance to make contributions to the broader stability of the region over the longer term.,101,R,foreign special +,1
4519,"In concert with America's allies South Korea and Japan, and supported by China and Russia, our nation is leading the international community to speak with one voice to demand the complete, verifiable, and irreversible dismantlement of North Korea's nuclear programs.",101,R,foreign special +,1
4520,Republicans support the Bush Administration's efforts to protect the peace on the Korean peninsula.,101,R,foreign special +,1
4521,North Korea lies outside of the international system.,101,R,foreign special +,1
4522,Americans have shed their blood to stop North Korean aggression before and remain prepared to resist aggression today.,101,R,foreign special +,1
4523,"After fighting together in both world wars, the United States forged a formal alliance with Australia.",101,R,foreign special +,1
4524,"Australians have stood shoulder to shoulder with Americans in every major conflict since - Korea, Vietnam, the Persian Gulf War, and now Operations Enduring Freedom and Iraqi Freedom.",101,R,foreign special +,1
4525,Republicans hail the signing into law of the U.S. Australia Free Trade Agreement and look forward to building on more than 50 years of alliance cooperation to resolve regional and global problems.,101,R,foreign special +,1
4526,American ties to the Philippines have been close for more than a hundred years.,101,R,foreign special +,1
4527,We Republicans have supported the victory of Filipino democracy and cherish our continuing friendship with this great nation and its people who have been by our side in war and in peace.,101,R,foreign special +,1
4528,"Under President Bush's leadership, the United States has undertaken an historic transformation in its bilateral relationship with India, based upon his conviction that U.S. interests require a strong relationship between the world's largest democracies.",101,R,foreign special +,1
4529,"Since 2001, the United States has started with a view of India as a growing world power with which we have common security interests and a shared, fundamental commitment to political freedom and representative government.",101,R,foreign special +,1
4530,"Through a strong partnership with India, we can best address any differences and shape a dynamic future.",101,R,foreign special +,1
4531,"The prospects for that partnership were further enhanced by the announcement this January of the ""Next Steps in Strategic Partnership"" between the United States and India, a new effort to further deepen and accelerate cooperation between our two nations.",101,R,foreign special +,1
4532,Republicans applaud India's move toward greater economic freedom.,401,R,free market economy,1
4533,"We hold a common interest in the free flow of commerce, including through the vital sea lanes of the Indian Ocean.",401,R,free market economy,1
4534,"Bilateral trade between the U.S. and India increased from $15. 9 billion in 2002 to nearly $18 billion in 2003, with U.S. exports to India increasing by 22 percent, the largest increase ever.",401,R,free market economy,1
4535,"Finally, we share the commitment to fighting terrorism and creating a strategically stable Asia.",106,R,peace,1
4536,"Republicans support President Bush's view that America must maintain forces in the Asia-Pacific region that reflect our commitments to our allies, our security requirements, our technological advances, and the strategic environment.",107,R,internationalism +,1
4537,"America will also build on stability provided by our Asian alliances, as well as with institutions such as ASEAN and the Asia-Pacific Economic Cooperation forum, to develop a mix of regional and bilateral strategies to advance progress and deepen our ties to the peoples of this region.",107,R,internationalism +,1
4538,Republicans applaud President Bush for his leadership in dramatically refashioning America's relationship with Pakistan.,101,R,foreign special +,1
4539,The United States and Pakistan are working closely in the fight against terror.,101,R,foreign special +,1
4540,"We endorse continued American support for Pakistan's security, economic, and social programs.",101,R,foreign special +,1
4541,"Republicans believe that America's relationship with China is an important part of our strategy to promote a stable, peaceful, and prosperous Asia-Pacific region.",101,R,foreign special +,1
4542,"We welcome the emergence of a strong, peaceful, and prosperous China.",101,R,foreign special +,1
4543,The democratic development of China is crucial to that future.,101,R,foreign special +,1
4544,"Yet, a quarter-century after beginning the process of shedding the worst features of the Communist legacy, China's leaders have not yet made the next series of fundamental choices about the character of their state.",101,R,foreign special +,1
4545,"In pursuing advanced military capabilities that can threaten its neighbors in the Asia-Pacific region, China is following an outdated path that, in the end, will hamper its own pursuit of national greatness.",101,R,foreign special +,1
4546,"In time, China will find that social and political freedoms are the only source of that greatness.",101,R,foreign special +,1
4547,"Under President Bush's leadership, the United States has sought a constructive relationship with a changing China.",101,R,foreign special +,1
4548,"Our two nations have cooperated well where our interests overlap, including the current War on Terror and in promoting stability on the Korean peninsula.",101,R,foreign special +,1
4549,"Likewise, we have coordinated on the future of Afghanistan and have initiated a comprehensive dialogue on counterterrorism.",101,R,foreign special +,1
4550,"Shared health and environmental threats, such as the threat of HIV/AIDS, SARS, and other infectious diseases, challenge us to promote jointly the welfare of our citizens.",101,R,foreign special +,1
4551,"Addressing these transnational threats will challenge China to become more open with information, promote the development of civil society, enhance individual human rights, and end suppression of the media.",201,R,freedom & human rights,1
